|dates|LaSalle_Illinois_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Illinois_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|139.0|0|10.0|0|0.0|0
0|2020-05-25|140.0|0|12.0|0|0.0|0
0|2020-05-26|140.0|0|12.0|0|0.0|0
