|dates|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.data|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|118.0|0|19.0|0|0.0|0
0|2020-05-28|118.0|0|19.0|0|0.0|0
0|2020-05-29|118.0|0|19.0|0|0.0|0
0|2020-05-30|118.0|0|19.0|0|0.0|0
