|dates|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|29.0|0|1.0|0|0.0|0
0|2020-05-25|29.0|0|1.0|0|0.0|0
0|2020-05-26|29.0|0|1.0|0|0.0|0
