|dates|Carroll_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|110.0|0|7.0|0|0.0|0
0|2020-05-18|110.0|0|7.0|0|0.0|0
0|2020-05-19|110.0|0|8.0|0|0.0|0
0|2020-05-20|111.0|0|8.0|0|0.0|0
0|2020-05-21|112.0|0|9.0|0|0.0|0
0|2020-05-22|113.0|0|9.0|0|0.0|0
0|2020-05-23|113.0|0|9.0|0|0.0|0
