|dates|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|168.0|0|2.0|0|0.0|0
0|2020-05-15|173.0|0|2.0|0|0.0|0
0|2020-05-16|173.0|0|2.0|0|0.0|0
