|dates|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|780.0|0|12.0|0|0.0|0
0|2020-05-28|780.0|0|12.0|0|0.0|0
0|2020-05-29|780.0|0|12.0|0|0.0|0
0|2020-05-30|780.0|0|12.0|0|0.0|0
