|dates|Dixie_Florida_UnitedStates.JHU_ConfirmedCases.data|Dixie_Florida_UnitedStates.JHU_ConfirmedCases.missing|Dixie_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Dixie_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Dixie_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Dixie_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|41.0|0|1.0|0|0.0|0
0|2020-05-25|43.0|0|1.0|0|0.0|0
0|2020-05-26|43.0|0|1.0|0|0.0|0
