|dates|Kossuth_Iowa_UnitedStates.JHU_ConfirmedCases.data|Kossuth_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Kossuth_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Kossuth_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Kossuth_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Kossuth_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8.0|0|0.0|0|0.0|0
0|2020-05-28|8.0|0|0.0|0|0.0|0
0|2020-05-29|8.0|0|0.0|0|0.0|0
0|2020-05-30|8.0|0|0.0|0|0.0|0
