|dates|Crawford_Iowa_UnitedStates.JHU_ConfirmedCases.data|Crawford_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|380.0|0|1.0|0|0.0|0
0|2020-05-18|384.0|0|1.0|0|0.0|0
0|2020-05-19|394.0|0|1.0|0|0.0|0
0|2020-05-20|410.0|0|1.0|0|0.0|0
0|2020-05-21|435.0|0|2.0|0|0.0|0
0|2020-05-22|445.0|0|2.0|0|0.0|0
0|2020-05-23|445.0|0|2.0|0|0.0|0
