|dates|Adams_Washington_UnitedStates.JHU_ConfirmedCases.data|Adams_Washington_UnitedStates.JHU_ConfirmedCases.missing|Adams_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|0.0|0|0.0|0
0|2020-05-28|53.0|0|0.0|0|0.0|0
0|2020-05-29|53.0|0|0.0|0|0.0|0
0|2020-05-30|53.0|0|0.0|0|0.0|0
