|dates|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1237.0|0|81.0|0|0.0|0
0|2020-05-15|1274.0|0|84.0|0|0.0|0
0|2020-05-16|1274.0|0|84.0|0|0.0|0
