|dates|Jackson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|181.0|0|10.0|0|0.0|0
0|2020-05-18|181.0|0|10.0|0|0.0|0
0|2020-05-19|186.0|0|10.0|0|0.0|0
0|2020-05-20|187.0|0|10.0|0|0.0|0
0|2020-05-21|192.0|0|10.0|0|0.0|0
0|2020-05-22|197.0|0|10.0|0|0.0|0
0|2020-05-23|197.0|0|10.0|0|0.0|0
