|dates|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Davie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|2.0|0|0.0|0
0|2020-05-25|74.0|0|2.0|0|0.0|0
0|2020-05-26|74.0|0|2.0|0|0.0|0
