|dates|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4826.0|0|60.0|0|0.0|0
0|2020-05-28|4826.0|0|60.0|0|0.0|0
0|2020-05-29|4826.0|0|60.0|0|0.0|0
0|2020-05-30|4826.0|0|60.0|0|0.0|0
