|dates|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Beaver_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|512.0|0|82.0|0|0.0|0
0|2020-05-15|516.0|0|83.0|0|0.0|0
0|2020-05-16|516.0|0|83.0|0|0.0|0
