|dates|Gratiot_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gratiot_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gratiot_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|4.0|0|0.0|0
0|2020-05-18|49.0|0|4.0|0|0.0|0
0|2020-05-19|50.0|0|4.0|0|0.0|0
0|2020-05-20|56.0|0|4.0|0|0.0|0
0|2020-05-21|57.0|0|4.0|0|0.0|0
0|2020-05-22|63.0|0|5.0|0|0.0|0
0|2020-05-23|63.0|0|5.0|0|0.0|0
