|dates|Polk_Texas_UnitedStates.JHU_ConfirmedCases.data|Polk_Texas_UnitedStates.JHU_ConfirmedCases.missing|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|0.0|0|0.0|0
0|2020-05-28|53.0|0|0.0|0|0.0|0
0|2020-05-29|53.0|0|0.0|0|0.0|0
0|2020-05-30|53.0|0|0.0|0|0.0|0
