|dates|Obion_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Obion_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Obion_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Obion_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Obion_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Obion_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|24.0|0|1.0|0|0.0|0
0|2020-05-25|24.0|0|1.0|0|0.0|0
0|2020-05-26|24.0|0|1.0|0|0.0|0
