|dates|Tift_Georgia_UnitedStates.JHU_ConfirmedCases.data|Tift_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Tift_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Tift_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Tift_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Tift_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|170.0|0|10.0|0|0.0|0
0|2020-05-15|175.0|0|11.0|0|0.0|0
0|2020-05-16|175.0|0|11.0|0|0.0|0
