|dates|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
