|dates|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3525.0|0|83.0|0|0.0|0
0|2020-05-18|3525.0|0|83.0|0|0.0|0
0|2020-05-19|3525.0|0|83.0|0|0.0|0
0|2020-05-20|3525.0|0|83.0|0|0.0|0
0|2020-05-21|3525.0|0|83.0|0|0.0|0
0|2020-05-22|3525.0|0|83.0|0|0.0|0
0|2020-05-23|3525.0|0|83.0|0|0.0|0
