|dates|Scott_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Scott_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Scott_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|238.0|0|1.0|0|0.0|0
0|2020-05-18|259.0|0|1.0|0|0.0|0
0|2020-05-19|271.0|0|1.0|0|0.0|0
0|2020-05-20|291.0|0|2.0|0|0.0|0
0|2020-05-21|298.0|0|2.0|0|0.0|0
0|2020-05-22|316.0|0|2.0|0|0.0|0
0|2020-05-23|316.0|0|2.0|0|0.0|0
