|dates|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.data|Stark_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Stark_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|700.0|0|91.0|0|0.0|0
0|2020-05-28|700.0|0|91.0|0|0.0|0
0|2020-05-29|700.0|0|91.0|0|0.0|0
0|2020-05-30|700.0|0|91.0|0|0.0|0
