|dates|Frio_Texas_UnitedStates.JHU_ConfirmedCases.data|Frio_Texas_UnitedStates.JHU_ConfirmedCases.missing|Frio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Frio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Frio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Frio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|0.0|0|0.0|0
0|2020-05-18|35.0|0|0.0|0|0.0|0
0|2020-05-19|35.0|0|0.0|0|0.0|0
0|2020-05-20|35.0|0|0.0|0|0.0|0
0|2020-05-21|35.0|0|0.0|0|0.0|0
0|2020-05-22|35.0|0|0.0|0|0.0|0
0|2020-05-23|35.0|0|0.0|0|0.0|0
