|dates|Midland_Texas_UnitedStates.JHU_ConfirmedCases.data|Midland_Texas_UnitedStates.JHU_ConfirmedCases.missing|Midland_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Midland_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Midland_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Midland_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|120.0|0|12.0|0|0.0|0
0|2020-05-18|120.0|0|12.0|0|0.0|0
0|2020-05-19|122.0|0|12.0|0|0.0|0
0|2020-05-20|122.0|0|12.0|0|0.0|0
0|2020-05-21|123.0|0|12.0|0|0.0|0
0|2020-05-22|123.0|0|12.0|0|0.0|0
0|2020-05-23|123.0|0|12.0|0|0.0|0
