|dates|Taylor_Iowa_UnitedStates.JHU_ConfirmedCases.data|Taylor_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|48.0|0|0.0|0|0.0|0
0|2020-05-28|48.0|0|0.0|0|0.0|0
0|2020-05-29|48.0|0|0.0|0|0.0|0
0|2020-05-30|48.0|0|0.0|0|0.0|0
