|dates|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1154.0|0|70.0|0|0.0|0
0|2020-05-18|1166.0|0|70.0|0|0.0|0
0|2020-05-19|1174.0|0|70.0|0|0.0|0
0|2020-05-20|1189.0|0|71.0|0|0.0|0
0|2020-05-21|1213.0|0|71.0|0|0.0|0
0|2020-05-22|1236.0|0|71.0|0|0.0|0
0|2020-05-23|1236.0|0|71.0|0|0.0|0
