|dates|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Outagamie_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|139.0|0|4.0|0|0.0|0
0|2020-05-18|142.0|0|5.0|0|0.0|0
0|2020-05-19|146.0|0|5.0|0|0.0|0
0|2020-05-20|153.0|0|5.0|0|0.0|0
0|2020-05-21|161.0|0|5.0|0|0.0|0
0|2020-05-22|174.0|0|5.0|0|0.0|0
0|2020-05-23|174.0|0|5.0|0|0.0|0
