|dates|Webb_Texas_UnitedStates.JHU_ConfirmedCases.data|Webb_Texas_UnitedStates.JHU_ConfirmedCases.missing|Webb_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Webb_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Webb_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Webb_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|521.0|0|19.0|0|0.0|0
0|2020-05-28|521.0|0|19.0|0|0.0|0
0|2020-05-29|521.0|0|19.0|0|0.0|0
0|2020-05-30|521.0|0|19.0|0|0.0|0
