|dates|Henderson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Henderson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Henderson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|13.0|0|0.0|0|0.0|0
0|2020-05-26|13.0|0|0.0|0|0.0|0
