|dates|Marengo_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marengo_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marengo_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|103.0|0|6.0|0|0.0|0
0|2020-05-18|104.0|0|6.0|0|0.0|0
0|2020-05-19|116.0|0|6.0|0|0.0|0
0|2020-05-20|118.0|0|6.0|0|0.0|0
0|2020-05-21|119.0|0|6.0|0|0.0|0
0|2020-05-22|125.0|0|6.0|0|0.0|0
0|2020-05-23|125.0|0|6.0|0|0.0|0
