|dates|Riverside_California_UnitedStates.JHU_ConfirmedCases.data|Riverside_California_UnitedStates.JHU_ConfirmedCases.missing|Riverside_California_UnitedStates.JHU_ConfirmedDeaths.data|Riverside_California_UnitedStates.JHU_ConfirmedDeaths.missing|Riverside_California_UnitedStates.JHU_ConfirmedRecoveries.data|Riverside_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7139.0|0|303.0|0|0.0|0
0|2020-05-28|7139.0|0|303.0|0|0.0|0
0|2020-05-29|7139.0|0|303.0|0|0.0|0
0|2020-05-30|7139.0|0|303.0|0|0.0|0
