|dates|Lewis_NewYork_UnitedStates.JHU_ConfirmedCases.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Lewis_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|16.0|0|0.0|0|0.0|0
0|2020-05-18|17.0|0|0.0|0|0.0|0
0|2020-05-19|18.0|0|0.0|0|0.0|0
0|2020-05-20|18.0|0|0.0|0|0.0|0
0|2020-05-21|18.0|0|0.0|0|0.0|0
0|2020-05-22|19.0|0|0.0|0|0.0|0
0|2020-05-23|19.0|0|0.0|0|0.0|0
