|dates|Dodge_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dodge_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dodge_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dodge_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dodge_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dodge_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|48.0|0|2.0|0|0.0|0
0|2020-05-25|48.0|0|2.0|0|0.0|0
0|2020-05-26|48.0|0|2.0|0|0.0|0
