|dates|Grundy_Illinois_UnitedStates.JHU_ConfirmedCases.data|Grundy_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Grundy_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Grundy_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Grundy_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Grundy_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|65.0|0|1.0|0|0.0|0
0|2020-05-15|73.0|0|1.0|0|0.0|0
0|2020-05-16|73.0|0|1.0|0|0.0|0
