|dates|Perry_Alabama_UnitedStates.JHU_ConfirmedCases.data|Perry_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Perry_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|0.0|0|0.0|0
0|2020-05-18|21.0|0|0.0|0|0.0|0
0|2020-05-19|22.0|0|0.0|0|0.0|0
0|2020-05-20|23.0|0|0.0|0|0.0|0
0|2020-05-21|25.0|0|0.0|0|0.0|0
0|2020-05-22|28.0|0|0.0|0|0.0|0
0|2020-05-23|28.0|0|0.0|0|0.0|0
