|dates|Muskingum_Ohio_UnitedStates.JHU_ConfirmedCases.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Muskingum_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Muskingum_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Muskingum_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|45.0|0|0.0|0|0.0|0
0|2020-05-25|45.0|0|0.0|0|0.0|0
0|2020-05-26|45.0|0|0.0|0|0.0|0
