|dates|Sullivan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|0.0|0|0.0|0
0|2020-05-18|36.0|0|0.0|0|0.0|0
0|2020-05-19|37.0|0|0.0|0|0.0|0
0|2020-05-20|37.0|0|0.0|0|0.0|0
0|2020-05-21|38.0|0|0.0|0|0.0|0
0|2020-05-22|39.0|0|0.0|0|0.0|0
0|2020-05-23|39.0|0|0.0|0|0.0|0
