|dates|Houston_Georgia_UnitedStates.JHU_ConfirmedCases.data|Houston_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Houston_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|314.0|0|16.0|0|0.0|0
0|2020-05-18|318.0|0|16.0|0|0.0|0
0|2020-05-19|323.0|0|16.0|0|0.0|0
0|2020-05-20|324.0|0|16.0|0|0.0|0
0|2020-05-21|335.0|0|16.0|0|0.0|0
0|2020-05-22|339.0|0|16.0|0|0.0|0
0|2020-05-23|339.0|0|16.0|0|0.0|0
