|dates|Clark_Washington_UnitedStates.JHU_ConfirmedCases.data|Clark_Washington_UnitedStates.JHU_ConfirmedCases.missing|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|424.0|0|22.0|0|0.0|0
0|2020-05-28|424.0|0|22.0|0|0.0|0
0|2020-05-29|424.0|0|22.0|0|0.0|0
0|2020-05-30|424.0|0|22.0|0|0.0|0
