|dates|SilverBow_Montana_UnitedStates.JHU_ConfirmedCases.data|SilverBow_Montana_UnitedStates.JHU_ConfirmedCases.missing|SilverBow_Montana_UnitedStates.JHU_ConfirmedDeaths.data|SilverBow_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|SilverBow_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|SilverBow_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|11.0|0|0.0|0|0.0|0
0|2020-05-28|11.0|0|0.0|0|0.0|0
0|2020-05-29|11.0|0|0.0|0|0.0|0
0|2020-05-30|11.0|0|0.0|0|0.0|0
