|dates|Ector_Texas_UnitedStates.JHU_ConfirmedCases.data|Ector_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ector_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ector_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ector_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ector_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|152.0|0|5.0|0|0.0|0
0|2020-05-28|152.0|0|5.0|0|0.0|0
0|2020-05-29|152.0|0|5.0|0|0.0|0
0|2020-05-30|152.0|0|5.0|0|0.0|0
