|dates|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|2.0|0|0.0|0
0|2020-05-18|57.0|0|2.0|0|0.0|0
0|2020-05-19|57.0|0|2.0|0|0.0|0
0|2020-05-20|57.0|0|2.0|0|0.0|0
0|2020-05-21|60.0|0|2.0|0|0.0|0
0|2020-05-22|61.0|0|2.0|0|0.0|0
0|2020-05-23|61.0|0|2.0|0|0.0|0
