|dates|Taylor_Florida_UnitedStates.JHU_ConfirmedCases.data|Taylor_Florida_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|0.0|0|0.0|0
0|2020-05-28|14.0|0|0.0|0|0.0|0
0|2020-05-29|14.0|0|0.0|0|0.0|0
0|2020-05-30|14.0|0|0.0|0|0.0|0
