|dates|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNC_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
