|dates|Frederick_Virginia_UnitedStates.JHU_ConfirmedCases.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Frederick_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Frederick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|211.0|0|3.0|0|0.0|0
0|2020-05-18|217.0|0|3.0|0|0.0|0
0|2020-05-19|223.0|0|3.0|0|0.0|0
0|2020-05-20|234.0|0|3.0|0|0.0|0
0|2020-05-21|245.0|0|3.0|0|0.0|0
0|2020-05-22|249.0|0|3.0|0|0.0|0
0|2020-05-23|249.0|0|3.0|0|0.0|0
