|dates|Sumter_Alabama_UnitedStates.JHU_ConfirmedCases.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|210.0|0|6.0|0|0.0|0
0|2020-05-28|210.0|0|6.0|0|0.0|0
0|2020-05-29|210.0|0|6.0|0|0.0|0
0|2020-05-30|210.0|0|6.0|0|0.0|0
