|dates|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wabaunsee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|0.0|0|0.0|0
0|2020-05-28|31.0|0|0.0|0|0.0|0
0|2020-05-29|31.0|0|0.0|0|0.0|0
0|2020-05-30|31.0|0|0.0|0|0.0|0
