|dates|Iosco_Michigan_UnitedStates.JHU_ConfirmedCases.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Iosco_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Iosco_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|56.0|0|8.0|0|0.0|0
0|2020-05-15|57.0|0|8.0|0|0.0|0
0|2020-05-16|57.0|0|8.0|0|0.0|0
