|dates|Oconee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Oconee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Oconee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Oconee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Oconee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Oconee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|109.0|0|5.0|0|0.0|0
0|2020-05-28|109.0|0|5.0|0|0.0|0
0|2020-05-29|109.0|0|5.0|0|0.0|0
0|2020-05-30|109.0|0|5.0|0|0.0|0
