|dates|Broomfield_Colorado_UnitedStates.JHU_ConfirmedCases.data|Broomfield_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Broomfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Broomfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Broomfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Broomfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|204.0|0|20.0|0|0.0|0
0|2020-05-15|207.0|0|22.0|0|0.0|0
0|2020-05-16|207.0|0|22.0|0|0.0|0
