|dates|Bleckley_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bleckley_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bleckley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|0.0|0|0.0|0
0|2020-05-18|33.0|0|0.0|0|0.0|0
0|2020-05-19|34.0|0|0.0|0|0.0|0
0|2020-05-20|33.0|0|0.0|0|0.0|0
0|2020-05-21|34.0|0|0.0|0|0.0|0
0|2020-05-22|37.0|0|0.0|0|0.0|0
0|2020-05-23|37.0|0|0.0|0|0.0|0
