|dates|DeKalb_Alabama_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Alabama_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|192.0|0|2.0|0|0.0|0
0|2020-05-18|196.0|0|2.0|0|0.0|0
0|2020-05-19|195.0|0|3.0|0|0.0|0
0|2020-05-20|206.0|0|3.0|0|0.0|0
0|2020-05-21|207.0|0|3.0|0|0.0|0
0|2020-05-22|209.0|0|3.0|0|0.0|0
0|2020-05-23|209.0|0|3.0|0|0.0|0
