|dates|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.missing|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|KingWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|20.0|0|0.0|0|0.0|0
0|2020-05-25|24.0|0|0.0|0|0.0|0
0|2020-05-26|24.0|0|0.0|0|0.0|0
