|dates|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.data|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|1.0|0|0.0|0
0|2020-05-15|9.0|0|1.0|0|0.0|0
0|2020-05-16|9.0|0|1.0|0|0.0|0
