|dates|Covington_Alabama_UnitedStates.JHU_ConfirmedCases.data|Covington_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Covington_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Covington_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Covington_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Covington_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|1.0|0|0.0|0
0|2020-05-18|58.0|0|1.0|0|0.0|0
0|2020-05-19|58.0|0|1.0|0|0.0|0
0|2020-05-20|59.0|0|1.0|0|0.0|0
0|2020-05-21|60.0|0|1.0|0|0.0|0
0|2020-05-22|63.0|0|1.0|0|0.0|0
0|2020-05-23|63.0|0|1.0|0|0.0|0
