|dates|Kemper_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Kemper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Kemper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|100.0|0|7.0|0|0.0|0
0|2020-05-15|100.0|0|7.0|0|0.0|0
0|2020-05-16|100.0|0|7.0|0|0.0|0
