|dates|Orange_Florida_UnitedStates.JHU_ConfirmedCases.data|Orange_Florida_UnitedStates.JHU_ConfirmedCases.missing|Orange_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1577.0|0|36.0|0|0.0|0
0|2020-05-15|1615.0|0|36.0|0|0.0|0
0|2020-05-16|1615.0|0|36.0|0|0.0|0
