|dates|Martinsville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Martinsville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Martinsville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Martinsville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Martinsville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Martinsville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|16.0|0|0.0|0|0.0|0
0|2020-05-20|20.0|0|0.0|0|0.0|0
0|2020-05-21|21.0|0|0.0|0|0.0|0
0|2020-05-22|25.0|0|0.0|0|0.0|0
0|2020-05-23|25.0|0|0.0|0|0.0|0
