|dates|Warren_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Warren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|776.0|0|2.0|0|0.0|0
0|2020-05-18|810.0|0|2.0|0|0.0|0
0|2020-05-19|828.0|0|3.0|0|0.0|0
0|2020-05-20|863.0|0|3.0|0|0.0|0
0|2020-05-21|878.0|0|5.0|0|0.0|0
0|2020-05-22|906.0|0|5.0|0|0.0|0
0|2020-05-23|906.0|0|5.0|0|0.0|0
