|dates|Marshall_Indiana_UnitedStates.JHU_ConfirmedCases.data|Marshall_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|1.0|0|0.0|0
0|2020-05-18|42.0|0|1.0|0|0.0|0
0|2020-05-19|44.0|0|1.0|0|0.0|0
0|2020-05-20|50.0|0|1.0|0|0.0|0
0|2020-05-21|51.0|0|1.0|0|0.0|0
0|2020-05-22|54.0|0|1.0|0|0.0|0
0|2020-05-23|54.0|0|1.0|0|0.0|0
