|dates|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|160.0|0|3.0|0|0.0|0
0|2020-05-28|160.0|0|3.0|0|0.0|0
0|2020-05-29|160.0|0|3.0|0|0.0|0
0|2020-05-30|160.0|0|3.0|0|0.0|0
