|dates|Lake_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lake_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lake_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|210.0|0|8.0|0|0.0|0
0|2020-05-15|214.0|0|8.0|0|0.0|0
0|2020-05-16|214.0|0|8.0|0|0.0|0
