|dates|Linn_Iowa_UnitedStates.JHU_ConfirmedCases.data|Linn_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Linn_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|927.0|0|75.0|0|0.0|0
0|2020-05-25|935.0|0|75.0|0|0.0|0
0|2020-05-26|935.0|0|75.0|0|0.0|0
